variable_matriz,source_id,table_id,original_variable,tipo_original,tipo_matriz,unit,direction,bloque_tematico,regla_temporal_default,regla_transformacion,is_primary,redundant_with,pct_complete,n_countries_available,fase4_role,included_in_fase4_eda,known_limitations,human_review_status,notes,fuente,tipo,bloque,descripcion_larga
wipo_pupteachr_score,wipo,MATRIZ_GII,PupTeachR_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,62.31,124.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_qsrank_score,wipo,MATRIZ_GII,QSRank_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_r_growppp20_score,wipo,MATRIZ_GII,r_GrowPPP20_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,60.3,120.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_r_vencapdeal_score,wipo,MATRIZ_GII,r_VenCapDeal_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,44.72,89.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_rdcompexp_score,wipo,MATRIZ_GII,RDCompExp_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_rdexp_score,wipo,MATRIZ_GII,RDExp_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,socioeconomic_control,year_2025_if_available,raw_value_no_imputation,True,,58.29,116.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_regqua_score,wipo,MATRIZ_GII,RegQua_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,institutional_control,year_2025_if_available,raw_value_no_imputation,False,wb_regulatory_quality; oxford_ind_regulatory_quality,66.33,132.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_resppop_score,wipo,MATRIZ_GII,ResPPop_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,54.27,108.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_restalbus_score,wipo,MATRIZ_GII,ResTalBus_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,43.72,87.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_ruleol_score,wipo,MATRIZ_GII,RuleOL_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,institutional_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_schlifeexp_score,wipo,MATRIZ_GII,SchLifeExp_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,59.8,119.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_scienggrad_score,wipo,MATRIZ_GII,SciEngGrad_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,socioeconomic_control,year_2025_if_available,raw_value_no_imputation,True,,55.28,110.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_sp11_score,wipo,MATRIZ_GII,SP11_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_sp12_score,wipo,MATRIZ_GII,SP12_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_sp13_score,wipo,MATRIZ_GII,SP13_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_sp21_score,wipo,MATRIZ_GII,SP21_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,65.83,131.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_sp22_score,wipo,MATRIZ_GII,SP22_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,65.33,130.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_sp23_score,wipo,MATRIZ_GII,SP23_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_sp31_score,wipo,MATRIZ_GII,SP31_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_sp32_score,wipo,MATRIZ_GII,SP32_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_sp33_score,wipo,MATRIZ_GII,SP33_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_sp41_score,wipo,MATRIZ_GII,SP41_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_sp42_score,wipo,MATRIZ_GII,SP42_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_sp43_score,wipo,MATRIZ_GII,SP43_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_sp51_score,wipo,MATRIZ_GII,SP51_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_sp52_score,wipo,MATRIZ_GII,SP52_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_sp53_score,wipo,MATRIZ_GII,SP53_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_sp61_score,wipo,MATRIZ_GII,SP61_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_sp62_score,wipo,MATRIZ_GII,SP62_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_sp63_score,wipo,MATRIZ_GII,SP63_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_sp71_score,wipo,MATRIZ_GII,SP71_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_sp72_score,wipo,MATRIZ_GII,SP72_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_sp73_score,wipo,MATRIZ_GII,SP73_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_statclustdev_score,wipo,MATRIZ_GII,StatClustDev_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,63.82,127.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_tertenrol_score,wipo,MATRIZ_GII,TertEnrol_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,socioeconomic_control,year_2025_if_available,raw_value_no_imputation,False,wb_tertiary_education_enrollment,64.32,128.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_tertmob_score,wipo,MATRIZ_GII,TertMob_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,55.78,111.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_tradmkorig_score,wipo,MATRIZ_GII,TradmkOrig_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,63.82,127.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_unirescoll_score,wipo,MATRIZ_GII,UniResColl_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,63.82,127.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_utilmodorig_score,wipo,MATRIZ_GII,UtilModOrig_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,40.2,80.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_wikiedit_score,wipo,MATRIZ_GII,WikiEdit_SCORE_2021,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,year_2025_if_available,raw_value_no_imputation,True,,65.83,131.0,core_eda,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
tr_ley_ia_vigente,,,,,,,,,,,,,,,,,,,,Techieray,binary,regulatory_treatment,"Ley de IA integral aprobada y en plena aplicacion. Excluye periodo de gracia (ej. EU AI Act, Corea)."
tr_proyecto_ley_ia,,,,,,,,,,,,,,,,,,,,Techieray,binary,regulatory_treatment,"Proyecto de Ley Marco en tramite, o Ley en periodo de gracia de aplicacion progresiva."
tr_estrategia_nacional_ia,,,,,,,,,,,,,,,,,,,,Techieray,binary,regulatory_treatment,Tiene estrategia o politica nacional de IA publicada.
tr_tiene_guia_softlaw,,,,,,,,,,,,,,,,,,,,Techieray,binary,regulatory_treatment,"Tiene guias, frameworks, estandares o soft law sobre IA."
tr_tiene_autoridad_dedicada,,,,,,,,,,,,,,,,,,,,Techieray,binary,regulatory_treatment,Tiene autoridad o agencia especifica para IA.
tr_categoria_obligatoriedad,,,,,,,,,,,,,,,,,,,,Techieray,categorical,regulatory_treatment,Categoría: binding / non-binding / mixed / none
tr_n_leyes_relacionadas,,,,,,,,,,,,,,,,,,,,Techieray,count,regulatory_treatment,Número de leyes relacionadas
tr_n_autoridades,,,,,,,,,,,,,,,,,,,,Techieray,count,regulatory_treatment,Número de autoridades relacionadas
tr_sandbox_regulatorio,,,,,,,,,,,,,,,,,,,,Techieray,binary,regulatory_treatment,Tiene sandbox regulatorio de IA.
tr_marcos_voluntarios,,,,,,,,,,,,,,,,,,,,Techieray,binary,regulatory_treatment,Tiene marcos voluntarios.
tr_instituto_seguridad_ia,,,,,,,,,,,,,,,,,,,,Techieray,binary,regulatory_treatment,Tiene instituto de seguridad de IA.
tr_herramientas_testing,,,,,,,,,,,,,,,,,,,,Techieray,binary,regulatory_treatment,Tiene herramientas de testing de IA.
tr_modelo_gobernanza,,,,,,,,,,,,,,,,,,,,Techieray,categorical,regulatory_treatment,Modelo de gobernanza.
tr_adhiere_oecd,,,,,,,,,,,,,,,,,,,,Techieray,binary,regulatory_treatment,Adhiere a OECD AI Principles.
tr_adopto_unesco,,,,,,,,,,,,,,,,,,,,Techieray,binary,regulatory_treatment,Adopto Recomendacion Etica UNESCO.
